Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
12582,10503,Outdoor Dish,Billing,High,-52.0,Thomas Trujillo,Network Operations,2025-09-08 12:36:38.476169,2025-11-14 12:36:38.476169,44,On Hold,2.5,True,True,Expert,True,True,340.08,False
12583,2748,Hopper 3,Remote Pairing,Medium,-44.0,Christina Harris,Installation,2025-03-25 12:36:38.476169,2024-10-14 12:36:38.476169,11,Clsd,2.2,False,False,Junior,False,False,69.7,True
12584,3390,Outdoor Dish,Installation,Medium,-57.0,James Madden,Billing,2025-07-06 12:36:38.476169,2025-10-31 12:36:38.476169,24,Resolved,3.0,False,False,Expert,False,False,357.77,True
12585,2780,Wally,Activation,High,-45.0,Ashley Holmes,Technical Support,2025-05-17 12:36:38.476169,2024-09-13 12:36:38.476169,54,Resolved,4.8,True,False,Junior,True,False,192.61,True
12586,1880,4K Joey,Cancellation,Medium,-42.0,Dustin Martinez,Installation,2025-11-03 12:36:38.476169,2025-05-15 12:36:38.476169,30,Resolved,3.3,False,False,Junior,False,False,38.5,True
12587,1573,4K Joey,Hardware Failure,Low,-86.0,Michelle Torres,Sales,2024-11-30 12:36:38.476169,2025-12-28 12:36:38.476169,50,In Progress,2.2,False,True,Senior,False,False,66.5,False
12588,9938,4K Joey,Cancellation,Medium,-94.0,Yolanda Garcia,Technical Support,2024-12-19 12:36:38.476169,2025-04-13 12:36:38.476169,30,Closed,1.1,False,True,Expert,False,False,296.37,True
12589,7181,Joey,Hardware Failure,High,-42.0,Mackenzie Wright,Billing,2025-11-10 12:36:38.476169,2025-05-24 12:36:38.476169,10,Closed,1.4,True,True,Expert,True,False,438.82,False
12590,12825,Joey,Activation,Low,-74.0,Morgan Bentley,Equipment Support,2025-06-24 12:36:38.476169,2024-06-20 12:36:38.476169,54,On Hold,4.2,True,False,Expert,True,False,272.34,True
12591,12892,Hopper 2,Cancellation,Medium,-30.0,Crystal Walter,Equipment Support,2024-11-15 12:36:38.476169,2024-11-18 12:36:38.476169,37,Closed,1.1,True,True,Expert,False,True,166.52,True
12592,5341,Hopper 3,Activation,Medium,-35.0,Jill Collins,Network Operations,2024-06-04 12:36:38.476169,2024-07-31 12:36:38.476169,33,Closed,4.0,False,False,Junior,False,False,496.65,True
12593,5041,Outdoor Dish,Activation,Critical,-73.0,Jamie Wu,Equipment Support,2025-05-14 12:36:38.476169,2025-08-24 12:36:38.476169,9,In Progress,3.0,True,False,Junior,True,False,153.12,False
12594,7707,Outdoor Dish,Signal Loss,High,-67.0,Jill Bailey,Technical Support,2026-03-09 12:36:38.476169,2025-12-23 12:36:38.476169,26,Closed,2.6,False,False,Senior,True,False,49.94,False
12595,1082,Wally,Activation,Low,-71.0,Eric Williams,Technical Support,2024-12-28 12:36:38.476169,2025-06-27 12:36:38.476169,17,On Hold,4.6,True,False,Junior,True,True,334.08,True
12596,5746,Wally,Upgrade,Low,-100.0,Unassigned,Installation,2024-11-25 12:36:38.476169,2024-10-24 12:36:38.476169,72,Closed,2.7,False,False,Junior,True,False,231.9,False
12597,6698,4K Joey,Cancellation,High,-88.0,Jason Johnson,Equipment Support,2025-06-08 12:36:38.476169,2025-10-03 12:36:38.476169,9,In Progress,3.4,True,False,Expert,False,False,376.27,True
12598,6568,Hopper 3,Signal Loss,Critical,-31.0,Brian Bell,Equipment Support,2025-12-14 12:36:38.476169,2025-03-03 12:36:38.476169,44,Open,3.6,False,True,Expert,True,True,67.21,True
12599,4482,Outdoor Dish,Upgrade,Low,-64.93720823798627,John Wright,Sales,2026-02-21 12:36:38.476169,2024-10-07 12:36:38.476169,66,On Hold,2.4,False,False,Senior,True,False,380.99,False
12600,6045,Hopper 3,Signal Loss,Medium,-95.0,Patricia Hoffman,Installation,2025-07-21 12:36:38.476169,2025-01-18 12:36:38.476169,34,On Hold,3.1,False,True,Senior,False,False,181.37,False
12601,12181,Joey,Billing,Low,-57.0,Cindy Farrell,Sales,2026-02-05 12:36:38.476169,2026-02-22 12:36:38.476169,50,Closed,1.8,True,True,Senior,False,True,349.86,False
12602,8539,Joey,Cancellation,Critical,-84.0,John Bean,Technical Support,2024-05-09 12:36:38.476169,2025-02-09 12:36:38.476169,69,Closed,1.5,False,True,Senior,False,False,170.77,True
12603,6754,Wally,Hardware Failure,Critical,-64.93720823798627,Brian Keller,Sales,2025-02-14 12:36:38.476169,2024-11-29 12:36:38.476169,15,Closed,1.3,True,True,Junior,True,False,70.48,True
12604,12072,Hopper 2,Hardware Failure,High,-74.0,Jennifer Smith,Equipment Support,2024-03-21 12:36:38.476169,2025-11-05 12:36:38.476169,8,Closed,1.8,True,True,Senior,True,True,46.78,False
12605,3924,4K Joey,Billing,High,-81.0,Mr. Willie Pitts Iv,Network Operations,2024-08-25 12:36:38.476169,2024-07-16 12:36:38.476169,48,Open,2.5,True,False,Expert,True,True,54.7,False
12606,7580,Joey,Activation,High,-55.0,Kevin Jones,Billing,2025-05-08 12:36:38.476169,2025-09-07 12:36:38.476169,24,Closed,2.7,True,False,Expert,True,True,352.79,False
12607,8331,Hopper 2,Cancellation,Low,-75.0,Kim Hall,Billing,2025-06-14 12:36:38.476169,2024-06-29 12:36:38.476169,51,On Hold,2.4,True,False,Senior,True,True,435.23,False
12608,10742,Wally,Activation,Low,-89.0,Karen Silva,Network Operations,2025-03-12 12:36:38.476169,2024-07-18 12:36:38.476169,9,Resolved,3.2,False,False,Expert,True,False,264.25,True
12609,5127,Joey,Cancellation,Medium,-67.0,Kenneth Clark,Sales,2025-12-13 12:36:38.476169,2025-02-04 12:36:38.476169,31,Open,3.2,True,True,Junior,False,False,262.34,True
12610,1822,Hopper 3,Installation,Low,-69.0,Debbie Miller,Installation,2025-11-08 12:36:38.476169,2024-05-08 12:36:38.476169,68,Resolved,2.8,False,True,Expert,True,True,217.63,False
12611,9824,Super Joey,Activation,High,-72.0,Lindsey Hernandez,Equipment Support,2025-12-30 12:36:38.476169,2024-08-21 12:36:38.476169,30,Resolved,2.4,False,False,Senior,True,False,293.03,False
12612,8083,Hopper 3,Hardware Failure,Low,-98.0,Sharon Gaines,Equipment Support,2024-09-09 12:36:38.476169,2024-03-21 12:36:38.476169,18,In Progress,2.1,True,False,Junior,True,True,411.89,True
12613,1215,4K Joey,Billing,Low,-34.0,Kevin Douglas,Technical Support,2025-07-27 12:36:38.476169,2024-11-01 12:36:38.476169,62,Open,1.7,True,True,Junior,False,True,85.4,True
12614,4949,Outdoor Dish,Signal Loss,High,-72.0,Cynthia Rodriguez,Sales,2024-10-29 12:36:38.476169,2025-06-17 12:36:38.476169,34,On Hold,3.1,False,True,Senior,True,True,246.78,True
12615,6884,Hopper 2,Signal Loss,Critical,-67.0,Aaron Boyd,Network Operations,2025-06-16 12:36:38.476169,2025-04-06 12:36:38.476169,59,Closed,4.6,False,False,Expert,True,False,59.76,True
12616,9093,Hopper 2,Cancellation,Medium,-61.0,Michelle Campbell,Billing,2025-02-04 12:36:38.476169,2025-10-26 12:36:38.476169,58,Open,1.2,True,False,Junior,True,False,258.4,False
12617,5964,Hopper 2,Signal Loss,Critical,-55.0,Jason Swanson,Sales,2024-04-28 12:36:38.476169,2024-09-13 12:36:38.476169,59,In Progress,4.8,True,True,Junior,True,True,492.28,False
12618,3646,Hopper 3,Signal Loss,High,-80.0,Anthony Shannon,Equipment Support,2024-07-26 12:36:38.476169,2024-11-15 12:36:38.476169,52,Clsd,3.0,True,False,Expert,True,False,403.65,False
12619,10888,4K Joey,Installation,Medium,-52.0,Spencer Sawyer,Sales,2025-12-22 12:36:38.476169,2025-07-10 12:36:38.476169,52,Resolved,2.8,False,False,Junior,False,False,175.45,False
12620,8833,Wally,Billing,High,-35.0,Robert Coleman,Sales,2024-09-29 12:36:38.476169,2024-12-15 12:36:38.476169,50,On Hold,1.9,False,False,Expert,False,False,235.71,True
12621,1466,Wally,Hardware Failure,Critical,-80.0,Michael Harvey,Installation,2024-03-20 12:36:38.476169,2024-06-13 12:36:38.476169,26,Closed,4.8,False,False,Junior,False,False,397.95,False
12622,8384,Joey,Installation,High,-75.0,Amanda Savage,Billing,2025-02-15 12:36:38.476169,2025-11-11 12:36:38.476169,29,Resolved,3.8,False,True,Senior,True,True,325.59,True
12623,11872,Joey,Installation,Medium,-55.0,Morgan Reid,Technical Support,2025-06-19 12:36:38.476169,2024-11-22 12:36:38.476169,47,Closed,1.3,True,False,Junior,True,False,85.31,False
12624,2508,Outdoor Dish,Upgrade,Critical,-83.0,Christian Christensen,Network Operations,2024-07-09 12:36:38.476169,2025-10-07 12:36:38.476169,47,Open,2.0,False,False,Expert,False,True,239.61,False
12625,9885,4K Joey,Cancellation,Low,-39.0,Cindy Barnes,Network Operations,2024-08-24 12:36:38.476169,2024-09-23 12:36:38.476169,16,Clsd,2.7,False,True,Expert,True,False,304.27,False
12626,12292,Hopper 3,Billing,Medium,-44.0,Aaron Stuart,Sales,2025-01-21 12:36:38.476169,2026-03-13 12:36:38.476169,21,In Progress,1.1,True,True,Junior,False,True,234.2,False
12627,9962,4K Joey,Remote Pairing,Low,-52.0,Brendan Thomas,Equipment Support,2025-03-26 12:36:38.476169,2025-04-09 12:36:38.476169,1,On Hold,4.8,False,False,Junior,False,True,381.71,True
12628,9259,4K Joey,Billing,Critical,-88.0,Logan Sanders,Sales,2025-09-22 12:36:38.476169,2025-08-01 12:36:38.476169,30,Resolved,2.9,True,True,Expert,False,False,147.84,False
12629,8735,4K Joey,Hardware Failure,Low,-63.0,John Jordan,Sales,2025-11-01 12:36:38.476169,2025-01-01 12:36:38.476169,1,Closed,3.0,True,True,Senior,True,False,485.85,False
12630,12155,Joey,Installation,Medium,-92.0,Tasha Roberts,Installation,2026-02-01 12:36:38.476169,2025-12-22 12:36:38.476169,54,Open,4.0,False,False,Junior,False,True,461.34,True
12631,9115,Joey,Remote Pairing,High,-64.93720823798627,Robin Mcmillan,Billing,2024-08-24 12:36:38.476169,2024-12-03 12:36:38.476169,9,Resolved,4.8,False,False,Expert,False,False,490.95,False
12632,8870,Super Joey,Hardware Failure,Critical,-73.0,Joseph Roberts,Technical Support,2026-01-27 12:36:38.476169,2025-09-11 12:36:38.476169,18,Open,2.4,True,True,Junior,True,False,401.11,False
12633,10622,Super Joey,Hardware Failure,High,-39.0,Michele Taylor,Billing,2025-10-07 12:36:38.476169,2025-04-02 12:36:38.476169,35,Resolved,3.9,True,True,Senior,False,True,66.76,True
12634,5411,Hopper 2,Billing,Critical,-84.0,Mark Jones,Technical Support,2024-11-26 12:36:38.476169,2025-10-21 12:36:38.476169,36,In Progress,3.3,False,True,Expert,True,True,51.12,True
12635,11942,4K Joey,Installation,Low,-30.0,James Fleming,Installation,2024-04-06 12:36:38.476169,2024-05-27 12:36:38.476169,11,On Hold,4.7,True,False,Senior,True,False,1.28,True
12636,7400,4K Joey,Cancellation,High,-96.0,Jacqueline Ellis,Equipment Support,2026-01-20 12:36:38.476169,2024-06-30 12:36:38.476169,72,Closed,4.7,True,False,Junior,False,False,457.0,False
12637,4525,Super Joey,Signal Loss,Low,-34.0,Lisa Bates,Sales,2024-07-19 12:36:38.476169,2025-01-11 12:36:38.476169,15,Closed,1.5,True,False,Junior,True,False,93.74,False
12638,3951,Outdoor Dish,Signal Loss,High,-87.0,Christopher Moreno,Sales,2025-05-26 12:36:38.476169,2024-11-14 12:36:38.476169,72,Resolved,4.0,False,True,Senior,False,True,467.97,False
12639,2655,Hopper 2,Signal Loss,High,-44.0,Donna West,Installation,2024-08-06 12:36:38.476169,2024-05-04 12:36:38.476169,15,On Hold,4.6,False,False,Senior,False,False,322.64,True
12640,7436,Super Joey,Billing,Low,-83.0,Susan Lawson,Installation,2024-04-06 12:36:38.476169,2024-06-04 12:36:38.476169,34,In Progress,2.6,True,False,Expert,True,True,478.33,False
12641,8636,4K Joey,Signal Loss,High,-56.0,Shannon Wagner,Installation,2024-09-20 12:36:38.476169,2026-02-13 12:36:38.476169,14,Open,3.5,True,True,Expert,True,True,376.78,True
12642,11761,Hopper 3,Hardware Failure,Critical,-80.0,Jamie Smith,Technical Support,2026-01-01 12:36:38.476169,2025-08-23 12:36:38.476169,9,Open,4.0,True,True,Senior,False,True,476.69,False
12643,5429,4K Joey,Cancellation,High,-58.0,Mary Sanchez,Network Operations,2024-05-23 12:36:38.476169,2024-10-07 12:36:38.476169,47,In Progress,4.6,False,False,Junior,True,False,30.85,True
12644,11793,Outdoor Dish,Billing,Critical,-84.0,Jennifer Stewart,Equipment Support,2024-06-22 12:36:38.476169,2024-03-30 12:36:38.476169,63,Closed,2.2,True,True,Expert,False,False,41.48,False
12645,10091,Outdoor Dish,Billing,Low,-35.0,Julie Obrien,Technical Support,2024-03-19 12:36:38.476169,2024-11-09 12:36:38.476169,9,Resolved,2.5,False,False,Senior,True,True,3.58,True
12646,8414,Hopper 2,Remote Pairing,Critical,-78.0,Victoria Hughes,Technical Support,2025-02-17 12:36:38.476169,2025-10-25 12:36:38.476169,16,Closed,3.0,False,False,Junior,True,True,64.34,True
12647,9879,4K Joey,Cancellation,Medium,-95.0,Jacob Patel,Equipment Support,2024-05-20 12:36:38.476169,2024-09-11 12:36:38.476169,35,Clsd,4.8,False,True,Junior,True,False,387.96,True
12648,9686,Outdoor Dish,Hardware Failure,Low,-48.0,Martin Hill,Network Operations,2025-01-21 12:36:38.476169,2025-11-22 12:36:38.476169,37,Closed,2.8,True,False,Senior,True,False,162.84,True
12649,5460,Wally,Upgrade,Low,-64.93720823798627,Jeffrey Smith,Sales,2025-11-03 12:36:38.476169,2025-08-24 12:36:38.476169,62,On Hold,4.6,True,False,Expert,False,False,416.41,False
12650,7355,4K Joey,Signal Loss,High,-74.0,Charles Obrien,Installation,2024-10-23 12:36:38.476169,2025-09-10 12:36:38.476169,20,On Hold,1.1,False,True,Expert,False,True,390.85,False
12651,9598,Wally,Signal Loss,Low,-76.0,John Jimenez,Sales,2026-01-06 12:36:38.476169,2024-12-17 12:36:38.476169,66,Resolved,3.1,False,True,Junior,False,True,51.58,False
12652,7852,Hopper 3,Activation,Low,-62.0,Heather Daniel,Network Operations,2024-10-23 12:36:38.476169,2024-03-28 12:36:38.476169,18,In Progress,5.0,False,True,Junior,False,True,461.63,True
12653,7337,Hopper 2,Billing,Critical,-76.0,Casey Ramos,Sales,2025-07-20 12:36:38.476169,2025-08-03 12:36:38.476169,47,In Progress,2.1,True,True,Expert,True,False,176.47,False
12654,8748,Joey,Billing,High,-81.0,Jeffrey Strickland,Installation,2024-05-21 12:36:38.476169,2024-07-22 12:36:38.476169,35,On Hold,4.5,True,False,Senior,True,True,253.14,True
12655,11599,Hopper 3,Upgrade,Low,-50.0,Laura Wheeler,Equipment Support,2025-01-02 12:36:38.476169,2025-01-06 12:36:38.476169,61,Closed,3.1,True,False,Junior,True,False,34.12,True
12656,3711,Wally,Hardware Failure,Low,-47.0,Guy French Md,Billing,2025-03-06 12:36:38.476169,2025-05-03 12:36:38.476169,14,Open,1.2,False,False,Junior,False,False,428.45,False
12657,12808,Wally,Signal Loss,Medium,-93.0,Kristen Hickman,Sales,2026-01-26 12:36:38.476169,2026-01-01 12:36:38.476169,62,Closed,1.8,False,True,Expert,True,False,180.91,True
12658,11500,Outdoor Dish,Hardware Failure,Critical,-94.0,Diana Garcia,Billing,2025-06-13 12:36:38.476169,2025-04-02 12:36:38.476169,64,Clsd,4.7,False,False,Senior,False,True,275.11,False
12659,12142,Outdoor Dish,Installation,Low,-40.0,Randall Hernandez,Technical Support,2024-11-18 12:36:38.476169,2025-05-16 12:36:38.476169,25,On Hold,3.6,False,True,Junior,False,True,110.22,False
12660,6147,Joey,Signal Loss,Critical,-69.0,David Christensen,Technical Support,2025-07-06 12:36:38.476169,2026-01-25 12:36:38.476169,15,On Hold,1.4,False,True,Expert,True,True,327.6,False
12661,11556,Super Joey,Activation,High,-95.0,Jaime Colon,Network Operations,2025-07-06 12:36:38.476169,2025-01-01 12:36:38.476169,64,Open,1.4,True,True,Senior,True,True,215.28,True
12662,11455,4K Joey,Billing,High,-85.0,Ashley Foster,Installation,2026-01-13 12:36:38.476169,2024-10-17 12:36:38.476169,6,On Hold,3.7,False,False,Junior,False,False,454.98,True
12663,12867,Wally,Cancellation,Low,-46.0,Michael Sweeney,Equipment Support,2024-12-30 12:36:38.476169,2024-03-28 12:36:38.476169,50,In Progress,2.3,True,False,Senior,True,True,48.76,False
12664,6707,Hopper 3,Installation,Medium,-54.0,Jeremy Williams,Technical Support,2025-07-06 12:36:38.476169,2025-11-30 12:36:38.476169,20,In Progress,4.5,True,False,Junior,True,True,79.03,False
12665,6608,Wally,Upgrade,Medium,-34.0,Kristen Davis,Technical Support,2024-04-12 12:36:38.476169,2024-07-09 12:36:38.476169,2,Resolved,3.9,True,False,Junior,False,False,156.72,True
12666,10245,Wally,Upgrade,Critical,-51.0,Donna Lewis,Sales,2025-02-21 12:36:38.476169,2024-05-08 12:36:38.476169,22,Closed,1.1,True,True,Senior,False,False,387.79,True
12667,2685,Outdoor Dish,Billing,Medium,-82.0,Joan Potts,Installation,2025-11-28 12:36:38.476169,2024-03-21 12:36:38.476169,9,Open,2.8,True,False,Senior,False,True,250.56,True
12668,3514,Hopper 2,Hardware Failure,Medium,-80.0,Benjamin King,Installation,2024-08-07 12:36:38.476169,2025-12-08 12:36:38.476169,8,Closed,2.4,True,True,Junior,True,True,121.65,True
12669,5273,Joey,Cancellation,Critical,-64.93720823798627,Krista Farmer,Billing,2025-10-01 12:36:38.476169,2024-06-03 12:36:38.476169,34,Clsd,5.0,True,False,Expert,False,False,180.62,False
12670,1279,4K Joey,Installation,High,-68.0,Samantha Bowman,Network Operations,2025-04-23 12:36:38.476169,2025-06-08 12:36:38.476169,22,Closed,2.4,False,False,Expert,False,True,246.18,True
12671,7363,Outdoor Dish,Upgrade,Medium,-58.0,Jeremiah Hicks,Equipment Support,2025-04-15 12:36:38.476169,2024-07-15 12:36:38.476169,72,Resolved,1.4,True,True,Expert,False,False,360.56,True
12672,2193,Outdoor Dish,Activation,High,-94.0,Michelle Greene,Equipment Support,2025-12-30 12:36:38.476169,2024-07-01 12:36:38.476169,25,Open,1.6,True,True,Expert,True,False,316.15,True
12673,2988,Super Joey,Installation,High,-32.0,Pamela Brady,Sales,2024-12-30 12:36:38.476169,2024-04-15 12:36:38.476169,1,Open,1.2,False,False,Junior,True,False,223.8,False
12674,2714,Joey,Hardware Failure,Medium,-98.0,Angelica Gould,Installation,2026-02-21 12:36:38.476169,2024-12-02 12:36:38.476169,17,Closed,4.5,True,True,Junior,False,True,418.66,True
12675,1373,Super Joey,Remote Pairing,Critical,-65.0,Leroy Williams,Equipment Support,2025-01-18 12:36:38.476169,2025-04-22 12:36:38.476169,4,Closed,4.7,True,True,Expert,True,False,390.67,False
12676,12876,Super Joey,Activation,Medium,-85.0,Scott Kim,Technical Support,2025-02-17 12:36:38.476169,2025-07-25 12:36:38.476169,43,On Hold,2.5,False,False,Senior,False,False,26.91,False
12677,10791,Wally,Remote Pairing,Medium,-97.0,Erica Freeman,Technical Support,2024-06-26 12:36:38.476169,2025-06-17 12:36:38.476169,62,Clsd,3.0,False,True,Expert,False,True,404.5,False
12678,7601,4K Joey,Cancellation,Low,-64.93720823798627,Katherine Park,Billing,2024-11-05 12:36:38.476169,2026-01-05 12:36:38.476169,20,Closed,2.7,True,True,Expert,True,True,303.73,True
12679,11409,Hopper 2,Billing,Critical,-64.93720823798627,Jeffrey Brown,Installation,2024-10-09 12:36:38.476169,2024-08-30 12:36:38.476169,68,Resolved,3.9,False,False,Senior,True,False,252.44,True
12680,7431,Super Joey,Upgrade,High,-96.0,Gary Bauer,Installation,2026-02-25 12:36:38.476169,2024-04-26 12:36:38.476169,66,Closed,2.2,True,True,Junior,False,False,425.68,True
12681,10412,Hopper 3,Activation,Medium,-61.0,Nicholas Ferguson,Billing,2024-06-13 12:36:38.476169,2025-07-17 12:36:38.476169,52,Closed,4.1,True,False,Senior,True,False,420.55,False
12682,11185,4K Joey,Signal Loss,High,-65.0,Jared Hunter,Sales,2025-10-19 12:36:38.476169,2025-10-26 12:36:38.476169,51,Closed,1.1,False,False,Senior,True,True,396.59,False
12683,9476,Outdoor Dish,Cancellation,High,-58.0,Amanda Jones,Equipment Support,2024-05-11 12:36:38.476169,2025-11-10 12:36:38.476169,11,Clsd,3.2,True,True,Junior,True,True,106.14,False
12684,12787,Joey,Billing,Critical,-33.0,Tracy Clay,Technical Support,2024-05-15 12:36:38.476169,2024-05-06 12:36:38.476169,26,On Hold,2.2,True,True,Expert,False,True,344.76,True
12685,1800,Wally,Billing,High,-69.0,Cassandra Sullivan,Sales,2025-05-10 12:36:38.476169,2025-11-20 12:36:38.476169,4,Closed,2.4,False,True,Expert,False,True,302.33,False
12686,4644,4K Joey,Installation,Critical,-72.0,Jessica Harris,Technical Support,2024-11-01 12:36:38.476169,2024-07-28 12:36:38.476169,18,Resolved,1.0,True,True,Senior,True,True,216.0,True
12687,2851,Hopper 3,Installation,Medium,-47.0,Mario Braun,Equipment Support,2024-12-17 12:36:38.476169,2025-04-08 12:36:38.476169,17,Resolved,4.4,True,False,Senior,True,False,57.51,False
12688,7537,Hopper 2,Billing,Low,-66.0,Brenda Martinez,Installation,2024-04-12 12:36:38.476169,2025-02-27 12:36:38.476169,8,Closed,1.9,False,True,Expert,True,True,82.61,True
12689,6098,Super Joey,Upgrade,Critical,-92.0,Stephanie Cross,Billing,2024-06-02 12:36:38.476169,2025-04-15 12:36:38.476169,26,In Progress,4.1,False,True,Senior,True,False,395.03,True
12690,5022,Joey,Hardware Failure,Critical,-90.0,Dr. Haley Russell Md,Installation,2025-08-06 12:36:38.476169,2024-09-02 12:36:38.476169,12,Closed,1.3,False,False,Expert,True,True,429.64,True
12691,12948,Joey,Cancellation,Critical,-64.93720823798627,Laurie Thompson,Network Operations,2024-03-31 12:36:38.476169,2025-02-01 12:36:38.476169,16,Closed,2.7,True,False,Expert,True,False,88.68,True
12692,2862,Wally,Remote Pairing,High,-30.0,Anthony Young,Network Operations,2025-11-11 12:36:38.476169,2024-12-16 12:36:38.476169,60,On Hold,1.3,False,False,Senior,True,False,387.41,True
12693,11764,Super Joey,Remote Pairing,Medium,-76.0,Bruce Sherman,Billing,2024-11-17 12:36:38.476169,2024-06-15 12:36:38.476169,11,Closed,2.8,False,False,Senior,True,True,314.07,False
12694,3170,Outdoor Dish,Cancellation,High,-89.0,Alicia Griffin,Installation,2024-12-11 12:36:38.476169,2025-04-18 12:36:38.476169,64,Resolved,2.9,False,True,Expert,False,False,189.03,False
12695,12538,Hopper 3,Signal Loss,Low,-89.0,Crystal Carter,Network Operations,2025-01-06 12:36:38.476169,2024-07-27 12:36:38.476169,7,Clsd,4.5,False,False,Junior,True,False,280.52,False
12696,5039,Outdoor Dish,Signal Loss,Critical,-43.0,Kathryn Day,Technical Support,2025-06-03 12:36:38.476169,2024-06-04 12:36:38.476169,37,Closed,1.2,True,True,Expert,True,True,450.16,True
12697,12820,Hopper 2,Activation,High,-55.0,Isabella Miller,Equipment Support,2025-02-14 12:36:38.476169,2025-04-11 12:36:38.476169,9,Closed,2.4,True,False,Senior,False,False,453.94,True
12698,6960,Hopper 3,Signal Loss,Critical,-39.0,Charles Castro,Equipment Support,2025-12-27 12:36:38.476169,2026-03-12 12:36:38.476169,37,Resolved,2.7,True,True,Senior,False,False,157.91,True
12699,7334,Hopper 3,Hardware Failure,Low,-94.0,Anna Ramos,Equipment Support,2024-07-11 12:36:38.476169,2025-04-17 12:36:38.476169,44,On Hold,3.1,False,False,Junior,False,False,284.04,True
12700,8100,Super Joey,Installation,Medium,-72.0,Misty Padilla,Equipment Support,2025-05-14 12:36:38.476169,2025-04-30 12:36:38.476169,58,Clsd,2.9,False,True,Senior,True,True,27.63,False
12701,4038,Super Joey,Hardware Failure,Critical,-78.0,Alyssa Moore,Technical Support,2025-06-02 12:36:38.476169,2025-02-01 12:36:38.476169,19,Open,2.5,False,True,Senior,False,False,29.09,False
12702,3049,Hopper 3,Activation,Low,-48.0,Mary Johnson,Sales,2025-02-05 12:36:38.476169,2026-01-02 12:36:38.476169,59,Closed,2.0,True,False,Expert,True,False,321.7,True
12703,10141,Outdoor Dish,Upgrade,High,-38.0,Alexander Mcguire,Sales,2025-03-18 12:36:38.476169,2025-05-03 12:36:38.476169,47,Closed,2.0,False,True,Junior,False,True,197.85,False
12704,2741,4K Joey,Remote Pairing,Low,-83.0,Sean Morgan,Network Operations,2024-04-02 12:36:38.476169,2024-09-05 12:36:38.476169,70,Closed,3.9,False,True,Expert,False,True,215.61,False
12705,7999,Joey,Hardware Failure,High,-87.0,Cindy Robinson,Sales,2024-09-21 12:36:38.476169,2024-08-27 12:36:38.476169,71,In Progress,3.6,False,True,Senior,True,True,280.26,False
12706,4841,Hopper 2,Activation,Medium,-63.0,Kevin Morrison,Sales,2025-09-18 12:36:38.476169,2025-07-30 12:36:38.476169,40,In Progress,5.0,True,True,Expert,True,True,167.05,True
12707,10920,Outdoor Dish,Hardware Failure,High,-37.0,Dr. Vicki Fox,Installation,2025-05-20 12:36:38.476169,2025-03-13 12:36:38.476169,66,Clsd,1.6,True,False,Senior,False,True,105.1,False
12708,1277,Outdoor Dish,Installation,Medium,-80.0,Nicole Crawford,Network Operations,2025-03-24 12:36:38.476169,2024-08-19 12:36:38.476169,46,On Hold,4.5,False,False,Expert,False,True,299.18,False
12709,6884,Outdoor Dish,Hardware Failure,High,-74.0,Dr. Kimberly Wilson,Sales,2025-08-08 12:36:38.476169,2024-09-27 12:36:38.476169,42,On Hold,2.7,False,True,Junior,False,True,415.58,True
12710,10705,Hopper 2,Signal Loss,High,-96.0,Franklin Johnson,Technical Support,2025-05-23 12:36:38.476169,2026-02-04 12:36:38.476169,12,Closed,3.0,True,False,Junior,False,True,163.32,True
12711,2879,Super Joey,Hardware Failure,Medium,-99.0,David Mcknight,Technical Support,2024-07-21 12:36:38.476169,2024-03-23 12:36:38.476169,61,Open,3.7,True,False,Expert,False,False,11.97,False
12712,4277,Joey,Cancellation,Critical,-57.0,Robert Davis,Sales,2025-05-20 12:36:38.476169,2026-01-27 12:36:38.476169,62,On Hold,1.5,True,True,Expert,True,True,369.16,True
12713,9700,Outdoor Dish,Activation,High,-51.0,Zachary Roberts,Equipment Support,2025-08-15 12:36:38.476169,2024-08-10 12:36:38.476169,71,In Progress,3.8,False,False,Junior,True,True,164.01,False
12714,4165,Outdoor Dish,Cancellation,Critical,-39.0,Kimberly Ramirez,Equipment Support,2024-10-20 12:36:38.476169,2025-06-05 12:36:38.476169,18,Closed,2.4,False,False,Expert,True,False,130.16,False
12715,1972,Joey,Hardware Failure,Low,-31.0,Anna Patton,Technical Support,2024-09-21 12:36:38.476169,2024-10-23 12:36:38.476169,59,On Hold,4.1,True,True,Expert,True,False,288.75,False
12716,5898,Hopper 3,Remote Pairing,Low,-63.0,David Thomas,Billing,2024-08-22 12:36:38.476169,2025-10-12 12:36:38.476169,42,In Progress,4.6,True,False,Junior,True,True,117.75,False
12717,9226,Hopper 2,Hardware Failure,Low,-38.0,James Howell,Billing,2026-02-23 12:36:38.476169,2025-09-15 12:36:38.476169,45,Closed,3.0,True,False,Junior,False,True,380.23,False
12718,10402,Joey,Cancellation,High,-78.0,Allen Rogers,Sales,2025-06-07 12:36:38.476169,2025-07-23 12:36:38.476169,52,Clsd,3.5,False,True,Expert,True,False,188.91,True
