Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
10304,2856,Wally,Installation,High,Closed,Equipment Support,Gary Rivera,31,Developing,2025-08-31 12:36:38.476169,21,High,High_24h,Good,31,1.5,True,False,True,391.02,50
10305,12317,Joey,Signal Loss,Critical,Closed,Billing,Katie Newman,43,Developing,2025-09-30 12:36:38.476169,57,Low,Medium_72h,Excellent,31,3.5,True,False,False,36.14,50
10306,8031,Hopper 3,Cancellation,Low,In Progress,Technical Support,Rebecca Clayton,52,Developing,2024-05-12 12:36:38.476169,56,Low,Medium_72h,Fair,28,3.5,False,False,False,216.01,50
10307,5340,Hopper 2,Cancellation,Medium,Closed,Equipment Support,Breanna Dawson,46,Developing,2024-04-21 12:36:38.476169,21,High,High_24h,Excellent,32,2.4,True,False,True,98.62,50
10308,1155,Outdoor Dish,Installation,Low,Resolved,Equipment Support,Unassigned,53,Developing,2025-10-05 12:36:38.476169,7,High,High_24h,Fair,30,1.6,True,False,True,22.27,50
10309,8173,Outdoor Dish,Cancellation,Medium,Closed,Equipment Support,Karen Mckenzie,67,Developing,2025-09-29 12:36:38.476169,2,High,Critical_4h,Good,30,2.1,False,True,True,365.13,50
10310,11873,Wally,Activation,Low,Clsd,Network Operations,Mrs. Kristen Fuller,27,Developing,2024-06-26 12:36:38.476169,32,High,Medium_72h,Poor,31,1.1,True,False,False,294.2,50
10311,9763,4K Joey,Signal Loss,Low,On Hold,Technical Support,Carlos Cruz,40,Developing,2024-11-12 12:36:38.476169,27,High,Medium_72h,Excellent,31,2.8,True,False,False,309.07,50
10312,4785,Joey,Activation,Low,Closed,Installation,Mrs. Regina Figueroa,66,Developing,2025-08-02 12:36:38.476169,48,Low,Medium_72h,Good,31,4.2,False,True,False,365.64,50
10313,8521,Joey,Upgrade,Critical,Clsd,Installation,Sara Bennett,90,Expert,2024-09-15 12:36:38.476169,10,High,High_24h,Good,31,4.9,False,True,False,165.8,50
10314,5214,4K Joey,Signal Loss,High,Resolved,Installation,Frances Brown,50,Developing,2025-08-18 12:36:38.476169,6,High,High_24h,Poor,31,2.2,True,False,True,98.22,50
10315,3246,Joey,Cancellation,Critical,Closed,Sales,Mary Frank,23,Developing,2025-03-03 12:36:38.476169,62,Low,Medium_72h,Good,31,1.6,False,False,True,209.93,50
10316,3673,4K Joey,Remote Pairing,Medium,Closed,Billing,Anthony Jones,42,Developing,2024-05-11 12:36:38.476169,27,High,Medium_72h,Good,31,2.8,False,False,True,225.61,50
10317,9234,Wally,Signal Loss,High,Resolved,Network Operations,Alan Walton,72,Proficient,2025-06-06 12:36:38.476169,24,High,High_24h,Good,31,3.9,False,True,False,385.95,50
10318,6578,4K Joey,Upgrade,Low,Closed,Network Operations,Brittany Moore,43,Developing,2024-11-04 12:36:38.476169,45,Low,Medium_72h,Excellent,31,3.9,False,False,False,279.13,50
10319,6153,Wally,Activation,High,Resolved,Billing,Ashley Munoz,72,Proficient,2026-01-22 12:36:38.476169,47,Low,Medium_72h,Fair,31,3.4,True,True,False,2.99,50
10320,2547,Joey,Hardware Failure,Medium,In Progress,Installation,Heidi Ingram,25,Developing,2025-11-06 12:36:38.476169,59,Low,Medium_72h,Fair,31,2.3,True,False,False,340.58,50
10321,5554,Wally,Upgrade,High,Resolved,Network Operations,Rachel Wilson,68,Developing,2026-01-30 12:36:38.476169,15,High,High_24h,Excellent,31,2.7,False,True,True,324.17,50
10322,1182,Joey,Billing,Low,On Hold,Technical Support,James Terry,31,Developing,2024-11-18 12:36:38.476169,19,High,High_24h,Excellent,31,1.7,False,False,False,460.61,50
10323,3892,Wally,Hardware Failure,Critical,In Progress,Sales,Amanda Torres,57,Developing,2025-02-12 12:36:38.476169,13,High,High_24h,Poor,31,2.1,False,False,False,48.28,50
10324,11742,Hopper 2,Hardware Failure,Low,Resolved,Billing,Jessica Johnson Md,21,Developing,2025-08-28 12:36:38.476169,65,Low,Medium_72h,Excellent,32,2.6,False,False,True,446.68,50
10325,6331,Super Joey,Billing,Medium,Closed,Installation,Emily Liu,74,Proficient,2025-06-04 12:36:38.476169,27,High,Medium_72h,Excellent,31,3.8,False,True,False,243.48,50
10326,1839,Joey,Hardware Failure,Critical,In Progress,Installation,Michael Patterson,37,Developing,2025-04-20 12:36:38.476169,18,High,High_24h,Poor,31,1.0,False,False,False,120.3,50
10327,11204,Joey,Hardware Failure,Critical,In Progress,Sales,Brenda Fowler,57,Developing,2026-03-09 12:36:38.476169,7,High,High_24h,Fair,31,4.6,False,False,True,390.9,50
10328,11067,Hopper 3,Remote Pairing,Low,Open,Installation,Amanda Brown,42,Developing,2025-10-13 12:36:38.476169,46,Low,Medium_72h,Good,28,1.9,False,False,True,91.65,50
10329,3124,Wally,Remote Pairing,Medium,On Hold,Sales,Dawn Price Phd,88,Expert,2026-02-20 12:36:38.476169,11,High,High_24h,Good,31,5.0,True,True,False,241.09,50
10330,1422,Wally,Cancellation,Low,In Progress,Technical Support,Virginia Harper,61,Developing,2024-12-15 12:36:38.476169,43,Low,Medium_72h,Good,31,3.1,False,True,True,325.06,50
10331,6421,4K Joey,Hardware Failure,Critical,In Progress,Installation,Brenda Thomas,62,Developing,2025-11-05 12:36:38.476169,39,Low,Medium_72h,Excellent,31,3.0,False,True,True,337.01,50
10332,11661,Hopper 2,Billing,High,On Hold,Equipment Support,Elaine Schroeder,24,Developing,2026-03-05 12:36:38.476169,68,Low,Medium_72h,Poor,32,3.2,False,False,False,469.22,50
10333,7632,Joey,Activation,Medium,Resolved,Network Operations,Paul Lane,33,Developing,2025-01-27 12:36:38.476169,16,High,High_24h,Poor,31,1.4,True,False,False,335.55,50
10334,8268,Super Joey,Billing,Low,On Hold,Billing,Timothy Austin,35,Developing,2025-10-28 12:36:38.476169,50,Low,Medium_72h,Fair,31,1.9,False,False,False,2.57,50
10335,10692,Hopper 2,Cancellation,Medium,In Progress,Billing,Emily Graves,54,Developing,2025-09-25 12:36:38.476169,64,Low,Medium_72h,Fair,32,2.0,True,True,False,76.46,50
10336,7848,4K Joey,Cancellation,Medium,Resolved,Billing,Christopher Anderson,57,Developing,2025-06-18 12:36:38.476169,70,Low,Medium_72h,Good,31,4.0,True,True,False,368.34,50
10337,5542,Outdoor Dish,Cancellation,High,Clsd,Sales,Danielle Bryan,76,Proficient,2024-04-05 12:36:38.476169,18,High,High_24h,Poor,30,3.9,True,True,False,313.23,50
10338,1694,Joey,Signal Loss,High,Closed,Sales,Jay Johnson,51,Developing,2024-06-20 12:36:38.476169,71,Low,Medium_72h,Fair,31,2.3,True,True,False,166.77,50
10339,6531,Hopper 3,Installation,High,Resolved,Technical Support,Chris Crosby,16,Developing,2025-07-08 12:36:38.476169,70,Low,Medium_72h,Good,28,1.6,False,False,False,333.7,50
10340,1096,Outdoor Dish,Remote Pairing,Critical,On Hold,Equipment Support,John Travis,68,Developing,2025-02-10 12:36:38.476169,27,High,Medium_72h,Poor,30,2.6,True,True,True,181.13,50
10341,10158,Wally,Signal Loss,Critical,Clsd,Billing,Unassigned,53,Developing,2024-12-27 12:36:38.476169,27,High,Medium_72h,Good,31,3.1,False,False,False,374.09,50
10342,9259,Hopper 3,Hardware Failure,Critical,In Progress,Billing,Nicole Adkins,72,Proficient,2024-12-11 12:36:38.476169,52,Low,Medium_72h,Good,28,4.7,False,True,False,226.63,50
10343,5494,4K Joey,Installation,Critical,Clsd,Technical Support,Jessica Henderson,31,Developing,2026-01-18 12:36:38.476169,41,Low,Medium_72h,Fair,31,1.8,True,False,True,239.3,50
10344,2614,Super Joey,Upgrade,Medium,In Progress,Sales,Thomas Koch,62,Developing,2025-03-28 12:36:38.476169,60,Low,Medium_72h,Excellent,31,3.7,True,True,True,233.11,50
10345,5081,Hopper 2,Billing,Low,On Hold,Installation,Denise Walker,39,Developing,2025-11-20 12:36:38.476169,50,Low,Medium_72h,Excellent,32,3.7,False,False,False,291.23,50
10346,7551,Hopper 3,Upgrade,Low,Open,Network Operations,Amy Kelly,39,Developing,2024-07-17 12:36:38.476169,25,High,Medium_72h,Poor,28,3.0,True,False,True,409.97,50
10347,2041,Joey,Hardware Failure,Critical,Open,Network Operations,Eric Hamilton,42,Developing,2024-11-15 12:36:38.476169,42,Low,Medium_72h,Excellent,31,3.0,True,False,False,120.44,50
10348,4621,Hopper 2,Hardware Failure,Medium,In Progress,Network Operations,Leslie Moore,20,Developing,2025-05-15 12:36:38.476169,63,Low,Medium_72h,Fair,32,2.3,False,False,False,438.36,50
10349,1683,Hopper 2,Remote Pairing,Medium,Closed,Billing,Billy Osborn,68,Developing,2024-08-20 12:36:38.476169,46,Low,Medium_72h,Fair,32,4.8,False,True,True,475.26,50
10350,12007,Joey,Remote Pairing,High,In Progress,Installation,John Hansen,54,Developing,2025-05-13 12:36:38.476169,11,High,High_24h,Good,31,1.6,False,False,True,70.98,50
10351,2364,Outdoor Dish,Hardware Failure,High,Open,Network Operations,Veronica Lucas,79,Proficient,2025-04-02 12:36:38.476169,13,High,High_24h,Fair,30,4.1,True,True,False,296.14,50
10352,7377,Hopper 2,Signal Loss,Medium,On Hold,Equipment Support,Aaron Tucker,72,Proficient,2024-08-13 12:36:38.476169,37,Low,Medium_72h,Fair,32,3.2,True,True,False,75.04,50
10353,12868,Joey,Activation,High,Open,Installation,Kelly Wolf,41,Developing,2024-06-18 12:36:38.476169,6,High,High_24h,Poor,31,1.6,True,False,True,250.56,50
10354,2883,Hopper 3,Activation,Critical,Resolved,Equipment Support,Brad Pena,74,Proficient,2024-09-20 12:36:38.476169,16,High,High_24h,Fair,28,3.4,False,True,True,268.34,50
10355,5043,Super Joey,Hardware Failure,Critical,On Hold,Technical Support,Robyn Ferguson,51,Developing,2025-03-03 12:36:38.476169,12,High,High_24h,Good,31,3.5,False,False,False,288.21,50
10356,11425,Wally,Activation,Low,In Progress,Billing,Patricia Diaz,28,Developing,2024-05-04 12:36:38.476169,19,High,High_24h,Fair,31,1.1,True,False,False,428.74,50
10357,6223,Hopper 3,Activation,Low,On Hold,Installation,Stephanie Anderson,64,Developing,2025-07-15 12:36:38.476169,54,Low,Medium_72h,Good,28,3.9,True,True,False,133.8,50
10358,10996,Super Joey,Hardware Failure,Low,On Hold,Sales,Nathan Garcia,33,Developing,2024-09-24 12:36:38.476169,37,Low,Medium_72h,Fair,31,1.8,False,False,True,187.36,50
10359,10713,Super Joey,Remote Pairing,High,On Hold,Sales,Timothy Hall,39,Developing,2025-05-27 12:36:38.476169,45,Low,Medium_72h,Poor,31,3.8,True,False,True,385.42,50
10360,5906,Outdoor Dish,Cancellation,Low,Closed,Network Operations,Tracy Smith,58,Developing,2026-01-18 12:36:38.476169,46,Low,Medium_72h,Fair,30,1.7,True,True,False,105.73,50
10361,1198,Wally,Remote Pairing,Medium,On Hold,Equipment Support,Matthew Roberts,51,Developing,2024-12-18 12:36:38.476169,29,High,Medium_72h,Excellent,31,4.0,False,False,True,206.4,50
10362,3275,Joey,Activation,Medium,In Progress,Technical Support,James Joseph,65,Developing,2026-01-31 12:36:38.476169,18,High,High_24h,Poor,31,4.8,True,False,True,70.48,50
10363,7364,Hopper 2,Hardware Failure,Critical,Clsd,Network Operations,Jacob Hickman,55,Developing,2025-03-08 12:36:38.476169,52,Low,Medium_72h,Fair,32,3.3,True,True,False,459.51,50
10364,6732,Hopper 2,Installation,High,Closed,Technical Support,Matthew Evans,66,Developing,2024-07-09 12:36:38.476169,55,Low,Medium_72h,Good,32,4.3,True,True,True,311.49,50
10365,10466,Outdoor Dish,Upgrade,High,Resolved,Technical Support,Alexander Dennis,47,Developing,2024-07-21 12:36:38.476169,8,High,High_24h,Excellent,30,3.0,False,False,False,359.23,50
10366,11777,Super Joey,Installation,Critical,Open,Equipment Support,Catherine Robertson,55,Developing,2024-10-05 12:36:38.476169,46,Low,Medium_72h,Excellent,31,2.7,False,True,True,395.8,50
10367,3159,Super Joey,Installation,Medium,Closed,Installation,Amanda Moon,27,Developing,2025-01-03 12:36:38.476169,36,High,Medium_72h,Good,31,1.6,False,False,False,362.74,50
10368,8746,Hopper 2,Hardware Failure,High,In Progress,Billing,Miguel Green,35,Developing,2025-05-25 12:36:38.476169,67,Low,Medium_72h,Poor,32,3.9,False,False,False,283.19,50
10369,5191,Outdoor Dish,Billing,High,Closed,Billing,Unassigned,53,Developing,2025-03-22 12:36:38.476169,67,Low,Medium_72h,Poor,30,4.8,False,True,False,232.2,50
10370,5114,4K Joey,Upgrade,Critical,Closed,Billing,Leonard Turner,58,Developing,2025-12-17 12:36:38.476169,7,High,High_24h,Poor,31,4.4,False,False,False,339.31,50
10371,6324,Super Joey,Remote Pairing,Medium,Open,Installation,Kevin Patterson,72,Proficient,2024-08-27 12:36:38.476169,7,High,High_24h,Excellent,31,2.8,False,True,True,290.35,50
10372,10416,Joey,Cancellation,Low,Open,Equipment Support,Christine Jones,65,Developing,2025-07-21 12:36:38.476169,52,Low,Medium_72h,Excellent,31,4.1,False,True,True,324.7,50
10373,6656,Hopper 2,Activation,Low,Closed,Installation,Joseph Carter,46,Developing,2024-04-25 12:36:38.476169,58,Low,Medium_72h,Fair,32,4.2,True,False,True,77.45,50
10374,3512,Wally,Installation,Low,Closed,Network Operations,Angel Patterson,42,Developing,2025-04-20 12:36:38.476169,61,Low,Medium_72h,Poor,31,1.6,False,True,True,399.21,50
10375,12095,Hopper 2,Upgrade,Low,Closed,Technical Support,Sharon Silva,31,Developing,2024-04-29 12:36:38.476169,48,Low,Medium_72h,Excellent,32,1.8,False,False,True,149.12,50
10376,12804,Hopper 2,Upgrade,Low,Resolved,Network Operations,Todd Adams,51,Developing,2025-04-02 12:36:38.476169,56,Low,Medium_72h,Good,32,4.6,True,False,True,43.09,50
10377,11110,4K Joey,Upgrade,High,Clsd,Sales,Brittany Hicks Dvm,36,Developing,2024-11-11 12:36:38.476169,22,High,High_24h,Good,31,1.5,True,False,False,216.06,50
10378,5715,Hopper 3,Remote Pairing,Medium,Closed,Installation,Benjamin Davidson,59,Developing,2024-05-03 12:36:38.476169,33,High,Medium_72h,Excellent,28,2.4,True,True,True,370.4,50
10379,10518,Hopper 2,Installation,Medium,Closed,Equipment Support,Angela Hale,72,Proficient,2024-12-29 12:36:38.476169,46,Low,Medium_72h,Excellent,32,3.4,False,True,False,18.85,50
10380,1428,4K Joey,Cancellation,Critical,Clsd,Billing,April Hunter,50,Developing,2024-05-31 12:36:38.476169,28,High,Medium_72h,Poor,31,3.1,False,False,False,40.32,50
10381,2121,Hopper 3,Hardware Failure,Critical,On Hold,Network Operations,Katherine Abbott,34,Developing,2025-07-08 12:36:38.476169,52,Low,Medium_72h,Poor,28,2.7,True,False,True,212.18,50
10382,12442,Outdoor Dish,Signal Loss,Medium,In Progress,Sales,Nicholas Vasquez,43,Developing,2024-05-22 12:36:38.476169,25,High,Medium_72h,Fair,30,2.2,False,False,False,116.74,50
10383,4970,4K Joey,Hardware Failure,High,In Progress,Network Operations,Cristian Warner,70,Proficient,2025-03-25 12:36:38.476169,28,High,Medium_72h,Excellent,31,3.6,False,True,True,341.8,50
10384,1816,Super Joey,Upgrade,Critical,Resolved,Sales,Melanie Bennett,16,Developing,2024-05-19 12:36:38.476169,50,Low,Medium_72h,Poor,31,1.3,True,False,False,496.83,50
10385,1800,4K Joey,Remote Pairing,Critical,Open,Equipment Support,Brandon Black,68,Developing,2024-09-25 12:36:38.476169,35,High,Medium_72h,Excellent,31,3.3,False,True,True,235.64,50
10386,6212,4K Joey,Billing,High,Closed,Sales,Jeffrey Griffith,71,Proficient,2024-11-21 12:36:38.476169,4,High,Critical_4h,Good,31,2.2,False,True,False,256.54,50
10387,5683,4K Joey,Hardware Failure,Medium,Clsd,Sales,Leslie Thompson,74,Proficient,2024-08-24 12:36:38.476169,59,Low,Medium_72h,Poor,31,4.7,False,True,False,102.76,50
10388,12282,Hopper 2,Cancellation,High,Open,Equipment Support,Dr. Brandon Campbell,75,Proficient,2024-08-24 12:36:38.476169,5,High,High_24h,Poor,32,2.3,False,True,False,112.05,50
10389,12457,Hopper 2,Activation,Low,Clsd,Technical Support,Unassigned,53,Developing,2024-04-10 12:36:38.476169,9,High,High_24h,Good,32,1.1,True,False,True,293.82,50
10390,2580,Wally,Upgrade,High,Open,Technical Support,Matthew Hoffman,44,Developing,2026-03-02 12:36:38.476169,61,Low,Medium_72h,Excellent,31,4.5,True,False,True,186.87,50
10391,1874,Super Joey,Activation,Medium,Closed,Billing,Mrs. Heather Christensen Phd,47,Developing,2025-09-23 12:36:38.476169,44,Low,Medium_72h,Good,31,4.9,False,False,True,381.59,50
10392,2351,Wally,Upgrade,Critical,Closed,Equipment Support,Jennifer Murray,25,Developing,2024-10-17 12:36:38.476169,60,Low,Medium_72h,Excellent,31,2.2,False,False,True,285.4,50
10393,5381,Outdoor Dish,Hardware Failure,Medium,Closed,Billing,Anna Villa,41,Developing,2026-01-05 12:36:38.476169,31,High,Medium_72h,Good,30,2.5,False,False,True,158.72,50
10394,3971,Joey,Hardware Failure,Critical,Closed,Technical Support,Pamela Graham Md,25,Developing,2026-02-17 12:36:38.476169,72,Low,Medium_72h,Fair,31,2.2,True,False,False,173.5,50
10395,4044,4K Joey,Cancellation,Low,Open,Billing,Brian Wilkinson,66,Developing,2025-11-12 12:36:38.476169,9,High,High_24h,Excellent,31,2.1,False,True,False,318.15,50
10396,5377,Outdoor Dish,Upgrade,High,On Hold,Billing,William Fletcher,40,Developing,2025-10-20 12:36:38.476169,26,High,Medium_72h,Poor,30,2.8,False,False,False,326.34,50
10397,7093,Hopper 3,Upgrade,Low,On Hold,Equipment Support,Megan Goodman,72,Proficient,2026-02-11 12:36:38.476169,14,High,High_24h,Fair,28,3.0,True,True,False,287.21,50
10398,2173,Joey,Remote Pairing,Low,Closed,Technical Support,Mrs. Brenda Herrera,39,Developing,2024-08-02 12:36:38.476169,19,High,High_24h,Good,31,1.1,True,False,True,38.75,50
10399,12047,Wally,Billing,Critical,Clsd,Network Operations,Daniel Jones Dds,44,Developing,2024-03-24 12:36:38.476169,48,Low,Medium_72h,Poor,31,4.7,False,False,True,374.04,50
10400,9975,Super Joey,Upgrade,Low,Closed,Network Operations,Mary Fuller,91,Expert,2025-05-21 12:36:38.476169,2,High,Critical_4h,Fair,31,4.0,True,True,True,15.5,50
10401,8121,Outdoor Dish,Hardware Failure,Critical,On Hold,Equipment Support,Kimberly Decker,55,Developing,2026-02-06 12:36:38.476169,6,High,High_24h,Poor,30,3.0,True,False,True,122.09,50
10402,6610,4K Joey,Signal Loss,Medium,In Progress,Sales,Dr. Melinda Bennett Md,61,Developing,2025-07-22 12:36:38.476169,45,Low,Medium_72h,Poor,31,2.3,True,True,True,126.19,50
10403,6969,Wally,Activation,Critical,Clsd,Sales,Sara Salazar,69,Developing,2024-06-10 12:36:38.476169,31,High,Medium_72h,Excellent,31,3.9,False,True,False,383.3,50
10404,11713,Hopper 3,Hardware Failure,Low,Clsd,Sales,David Hendricks,34,Developing,2024-09-07 12:36:38.476169,52,Low,Medium_72h,Fair,28,3.0,True,False,True,265.8,50
10405,6619,Joey,Billing,Critical,Open,Sales,Mark Garrett,44,Developing,2025-10-27 12:36:38.476169,24,High,High_24h,Poor,31,3.1,False,False,True,292.9,50
10406,3055,Hopper 3,Billing,High,Clsd,Sales,Jason Rice,38,Developing,2024-11-20 12:36:38.476169,20,High,High_24h,Good,28,2.0,False,False,False,285.49,50
10407,12785,Super Joey,Installation,Critical,In Progress,Sales,Jacob Morales,86,Expert,2024-04-22 12:36:38.476169,15,High,High_24h,Fair,31,3.9,True,True,False,14.85,50
10408,1662,Hopper 2,Hardware Failure,High,Open,Billing,Abigail Espinoza,59,Developing,2024-12-24 12:36:38.476169,23,High,High_24h,Fair,32,4.2,True,False,False,73.83,50
10409,8300,4K Joey,Billing,High,Closed,Technical Support,Beth Garcia,63,Developing,2025-05-09 12:36:38.476169,24,High,High_24h,Good,31,1.5,False,True,True,266.03,50
10410,5268,Hopper 3,Billing,Medium,On Hold,Network Operations,Ronald Howard,37,Developing,2024-06-24 12:36:38.476169,63,Low,Medium_72h,Excellent,28,4.3,False,False,False,349.27,50
10411,10529,Outdoor Dish,Upgrade,High,On Hold,Billing,Arthur Brown,52,Developing,2024-07-12 12:36:38.476169,25,High,Medium_72h,Fair,30,3.9,False,False,True,186.75,50
10412,1137,Super Joey,Signal Loss,Low,In Progress,Equipment Support,Faith Sims,42,Developing,2024-09-21 12:36:38.476169,14,High,High_24h,Fair,31,1.6,True,False,True,111.12,50
10413,5805,Hopper 3,Installation,Low,Clsd,Billing,Tim Reyes,44,Developing,2024-10-12 12:36:38.476169,57,Low,Medium_72h,Poor,28,1.5,False,True,False,366.43,50
10414,4516,Wally,Signal Loss,Medium,On Hold,Installation,James Bond,61,Developing,2026-01-05 12:36:38.476169,27,High,Medium_72h,Fair,31,1.9,True,True,True,230.32,50
10415,5234,Outdoor Dish,Remote Pairing,High,Clsd,Billing,Dr. Melanie Thompson,24,Developing,2026-03-02 12:36:38.476169,38,Low,Medium_72h,Good,30,1.5,True,False,True,438.78,50
10416,4722,Hopper 3,Upgrade,Low,Open,Sales,Jennifer Stewart,44,Developing,2024-12-16 12:36:38.476169,65,Low,Medium_72h,Good,28,3.9,False,False,True,414.18,50
10417,2166,Outdoor Dish,Activation,Low,Clsd,Equipment Support,Carrie Wilson,60,Developing,2025-08-24 12:36:38.476169,52,Low,Medium_72h,Good,30,2.7,True,True,True,152.72,50
10418,5546,4K Joey,Installation,Low,Closed,Sales,Molly Palmer,70,Proficient,2025-06-03 12:36:38.476169,50,Low,Medium_72h,Fair,31,5.0,False,True,True,384.47,50
10419,12137,Hopper 3,Activation,Critical,Closed,Sales,Samuel Salazar,43,Developing,2024-10-29 12:36:38.476169,7,High,High_24h,Fair,28,1.0,False,False,False,39.79,50
10420,2026,Wally,Remote Pairing,Critical,Resolved,Network Operations,Kimberly Wilson,66,Developing,2024-07-05 12:36:38.476169,13,High,High_24h,Good,31,4.1,True,True,True,110.28,50
10421,10239,Super Joey,Hardware Failure,High,Closed,Billing,Tracy Pearson,67,Developing,2024-03-14 12:36:38.476169,68,Low,Medium_72h,Poor,31,4.0,False,True,True,67.8,50
10422,10659,Wally,Upgrade,Critical,Closed,Technical Support,Andrew Mckenzie,81,Proficient,2024-09-28 12:36:38.476169,1,High,Critical_4h,Excellent,31,2.8,True,True,False,86.15,50
10423,11824,Outdoor Dish,Hardware Failure,Medium,Open,Billing,Jeremy Shaw,80,Proficient,2024-08-01 12:36:38.476169,1,High,Critical_4h,Fair,30,3.9,False,True,False,369.39,50
10424,10618,Outdoor Dish,Cancellation,Low,Open,Installation,Courtney Elliott,70,Proficient,2025-04-25 12:36:38.476169,13,High,High_24h,Good,30,2.6,True,True,False,261.84,50
10425,10860,Hopper 3,Billing,Low,Closed,Sales,David Barrera,67,Developing,2024-04-04 12:36:38.476169,21,High,High_24h,Good,28,2.7,True,True,True,282.64,50
10426,10540,Joey,Activation,High,Closed,Network Operations,Patrick Hanson,73,Proficient,2024-10-29 12:36:38.476169,8,High,High_24h,Poor,31,3.6,True,True,True,453.63,50
10427,2622,Hopper 2,Hardware Failure,Medium,Closed,Sales,Jessica Mcintosh,73,Proficient,2025-01-04 12:36:38.476169,36,High,Medium_72h,Poor,32,4.1,True,True,True,241.28,50
10428,8604,4K Joey,Signal Loss,Critical,Closed,Billing,Andrew Phillips,61,Developing,2024-10-27 12:36:38.476169,5,High,High_24h,Excellent,31,1.0,False,True,True,294.22,50
10429,4568,Super Joey,Hardware Failure,Low,Resolved,Sales,Billy Cunningham,41,Developing,2024-10-26 12:36:38.476169,23,High,High_24h,Excellent,31,2.4,True,False,False,226.78,50
10430,8437,Super Joey,Hardware Failure,Critical,Closed,Installation,Tony Wells,76,Proficient,2024-04-02 12:36:38.476169,1,High,Critical_4h,Excellent,31,2.3,True,True,False,139.0,50
10431,10669,Hopper 2,Installation,Medium,Closed,Network Operations,Lisa Thornton,26,Developing,2025-11-24 12:36:38.476169,57,Low,Medium_72h,Good,32,1.1,True,False,False,46.35,50
10432,2848,Hopper 3,Activation,High,Resolved,Billing,Kim Gamble,72,Proficient,2025-05-07 12:36:38.476169,12,High,High_24h,Fair,28,2.7,False,True,False,253.46,50
10433,4550,Hopper 3,Remote Pairing,Critical,In Progress,Technical Support,Valerie Perez,83,Proficient,2026-03-13 12:36:38.476169,30,High,Medium_72h,Good,28,4.9,True,True,True,163.55,50
10434,5183,Joey,Hardware Failure,Critical,Open,Network Operations,Jennifer Marshall,66,Developing,2025-05-13 12:36:38.476169,3,High,Critical_4h,Fair,31,1.1,True,True,False,162.97,50
10435,10465,Hopper 3,Cancellation,Critical,Resolved,Installation,Nicholas Warner,47,Developing,2024-06-29 12:36:38.476169,62,Low,Medium_72h,Good,28,4.6,True,False,False,98.11,50
10436,1835,Wally,Billing,Low,Closed,Equipment Support,Elizabeth Livingston,74,Proficient,2025-01-16 12:36:38.476169,64,Low,Medium_72h,Good,31,4.7,True,True,True,47.73,50
10437,10680,Hopper 3,Installation,Critical,Clsd,Sales,Benjamin Brooks,60,Developing,2025-10-18 12:36:38.476169,46,Low,Medium_72h,Poor,28,2.0,False,True,True,79.42,50
10438,10232,Joey,Upgrade,High,Resolved,Billing,James Contreras,66,Developing,2025-10-01 12:36:38.476169,31,High,Medium_72h,Good,31,3.3,True,True,True,338.57,50
10439,10712,Hopper 2,Cancellation,Low,On Hold,Equipment Support,Sharon Reed,23,Developing,2025-06-16 12:36:38.476169,70,Low,Medium_72h,Fair,32,1.9,True,False,True,176.88,50
10440,4307,Wally,Billing,Critical,Closed,Billing,Joseph Williams,38,Developing,2025-01-02 12:36:38.476169,66,Low,Medium_72h,Excellent,31,2.9,False,False,False,338.49,50
10441,3113,Outdoor Dish,Billing,Low,Clsd,Network Operations,Sydney Mcclain,49,Developing,2024-11-21 12:36:38.476169,65,Low,Medium_72h,Excellent,30,1.1,True,True,True,20.33,50
10442,9573,Hopper 2,Billing,Critical,Closed,Sales,Christie Williams,48,Developing,2024-08-07 12:36:38.476169,51,Low,Medium_72h,Good,32,4.4,False,False,True,155.34,50
10443,8005,Outdoor Dish,Installation,Critical,Closed,Technical Support,Peter Goodman,90,Expert,2024-10-16 12:36:38.476169,13,High,High_24h,Excellent,30,4.9,True,True,False,138.51,50
10444,9272,Wally,Signal Loss,Critical,In Progress,Installation,Richard Howard,27,Developing,2025-02-17 12:36:38.476169,71,Low,Medium_72h,Excellent,31,3.2,False,False,False,339.23,50
10445,3160,Wally,Billing,High,Clsd,Sales,Crystal Glover,55,Developing,2024-08-28 12:36:38.476169,18,High,High_24h,Fair,31,1.2,True,False,False,207.2,50
10446,7750,4K Joey,Signal Loss,Low,Open,Technical Support,Amanda Dixon,84,Proficient,2024-03-24 12:36:38.476169,32,High,Medium_72h,Good,31,4.5,False,True,False,24.79,50
10447,10450,Outdoor Dish,Signal Loss,Medium,Open,Sales,Mary Fernandez,38,Developing,2025-07-29 12:36:38.476169,37,Low,Medium_72h,Poor,30,3.7,False,False,False,461.57,50
10448,9609,4K Joey,Signal Loss,Medium,Resolved,Network Operations,Steven Taylor,37,Developing,2026-02-08 12:36:38.476169,41,Low,Medium_72h,Excellent,31,1.2,True,True,True,125.51,50
10449,8624,Super Joey,Installation,High,On Hold,Sales,Maria Miller,41,Developing,2025-03-15 12:36:38.476169,38,Low,Medium_72h,Good,31,3.6,False,False,False,343.26,50
